PG.ProteinGroups,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.NrOfPrecursorsUsedForQuantification,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.NrOfPrecursorsUsedForQuantification,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.NrOfPrecursorsUsedForQuantification,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.NrOfPrecursorsUsedForQuantification,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.NrOfPrecursorsUsedForQuantification,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.NrOfPrecursorsUsedForQuantification,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.NrOfPrecursorsUsedForQuantification,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.NrOfPrecursorsUsedForQuantification,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.NrOfPrecursorsUsedForQuantification,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.NrOfPrecursorsUsedForQuantification,[11] yanliu_20180406_Phos_Noco_1.raw.PG.NrOfPrecursorsUsedForQuantification,[12] yanliu_20180406_Phos_Noco_2.raw.PG.NrOfPrecursorsUsedForQuantification,[13] yanliu_20180406_Phos_Noco_3.raw.PG.NrOfPrecursorsUsedForQuantification,[14] yanliu_20180406_Phos_Noco_4.raw.PG.NrOfPrecursorsUsedForQuantification,[15] yanliu_20180406_Phos_Noco_5.raw.PG.NrOfPrecursorsUsedForQuantification,[16] yanliu_20180406_Phos_Noco_6.raw.PG.NrOfPrecursorsUsedForQuantification,[17] yanliu_20180406_Phos_Noco_7.raw.PG.NrOfPrecursorsUsedForQuantification,[18] yanliu_20180406_Phos_Noco_8.raw.PG.NrOfPrecursorsUsedForQuantification,[19] yanliu_20180406_Phos_Noco_9.raw.PG.NrOfPrecursorsUsedForQuantification,[20] yanliu_20180406_Phos_Noco_10.raw.PG.NrOfPrecursorsUsedForQuantification,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.Quantity,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.Quantity,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.Quantity,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.Quantity,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.Quantity,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.Quantity,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.Quantity,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.Quantity,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.Quantity,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.Quantity,[11] yanliu_20180406_Phos_Noco_1.raw.PG.Quantity,[12] yanliu_20180406_Phos_Noco_2.raw.PG.Quantity,[13] yanliu_20180406_Phos_Noco_3.raw.PG.Quantity,[14] yanliu_20180406_Phos_Noco_4.raw.PG.Quantity,[15] yanliu_20180406_Phos_Noco_5.raw.PG.Quantity,[16] yanliu_20180406_Phos_Noco_6.raw.PG.Quantity,[17] yanliu_20180406_Phos_Noco_7.raw.PG.Quantity,[18] yanliu_20180406_Phos_Noco_8.raw.PG.Quantity,[19] yanliu_20180406_Phos_Noco_9.raw.PG.Quantity,[20] yanliu_20180406_Phos_Noco_10.raw.PG.Quantity
O76024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1238832,1709765.5,1618891.5,1414371.125,1745570.125,1845681.75,1806854.125,1423997.125,1361773.25,1511677.25,1049886.75,1134266.75,1162815.5,1211989.25,1056047.875,1176468.75,976300.1875,926684.0625,1182245.875,872429.5
O76031,1,1,1,1,1,1,1,1,2,1,Filtered,1,1,1,1,1,1,1,1,1,492654.5,319608.65625,230157.328125,312857.875,257968.796875,745206.6875,60167.84765625,466006,382944.3125,467830.65625,Filtered,344038.03125,235777.015625,297177.46875,230328.609375,180761.609375,137140.203125,336754.28125,359941.0625,382173.46875
O76054,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,80627.0703125,80441.890625,56053.5,72695.7890625,45344.890625,50985.40625,63524.08203125,50768.16796875,89661.25,63281.53125
O76064,2,3,1,1,2,3,2,3,3,2,1,1,1,1,1,1,1,2,2,1,225453.3125,217556.328125,289316.1875,313224.8125,261470.859375,249970.859375,252387,232290.5,216102.1875,230104.46875,103300.3046875,131779.171875,138788.5,125997.7734375,131723.859375,155981.390625,121297.421875,189123.78125,92382.3046875,124984.078125
O76071,3,1,1,2,1,1,2,1,2,1,3,2,2,2,1,3,2,2,2,1,154424.109375,65811.1796875,125431.84375,73908.984375,96120.8046875,117520.578125,46638.9609375,84620.71875,62448.86328125,110721.1484375,240034.5625,34755.85546875,308615.84375,263071.3125,60563.54296875,163608.4375,36986.42578125,321837.25,292300.6875,55239.1015625
O76074,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,45251.58203125,51688.98828125,63294.7421875,72323.2265625,62504.05859375,79295.359375,65692.2734375,60058.1953125,46072.67578125,65031.40234375,46170.67578125,50340.1796875,63431.67578125,55443.0703125,70477.4140625,53870.3671875,45874.1015625,52439.765625,39580.2734375,45153.4375
O76080,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,135505.09375,153028.640625,123297.921875,114776.015625,149267.078125,421938.15625,123761.59375,117336.7421875,91829.609375,128576.734375,257075.046875,357476.84375,289784.6875,244247.703125,376894.5625,306614.65625,313334.75,199159.09375,277926.59375,179713.59375
O76094,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4820053.5,6239914,4963245,5401872,5083428.5,5565552,4579287,5129520,3821024.25,4779815,1864709.5,3068826.25,1495173.875,1493107.125,1998411.5,2091303,1487588.125,1613175.875,1564514.125,1113146.625
O77932,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,28331.373046875,Filtered,Filtered,Filtered,34931.5,74294.96875,68610.5625,68358.6484375,67713.8359375,72364.734375,59639.02734375,66580.125,76162.9765625,64592.625,62651.5546875
O94761,3,3,3,4,4,3,3,3,2,4,4,3,3,3,4,3,4,4,4,3,61110.67578125,89078.4296875,76212.5,168385.890625,440490.84375,64802.75,184824.453125,320748.34375,376589,407806.8125,745724.1875,405367.65625,332374,178307.59375,369050.03125,148277.015625,619118.25,359406.03125,591103.25,369085.25
O94762,4,4,4,3,3,5,4,5,4,5,3,4,4,4,4,4,4,4,4,4,166259.140625,141912.96875,164941.328125,198857.03125,204801.234375,206232.28125,163721.515625,118781.140625,106344.90625,147775.15625,1074242,669581,654111.5625,819456.75,805210.875,721147.5,607354.25,645018.3125,675940.6875,581815.0625
O94763,3,3,1,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,97682.078125,119213.6640625,148216.75,209689.171875,170858.53125,136546.40625,126101.1953125,119191.40625,195337.375,155956.90625,653526.5,479372,189517.375,527997.5,251111.90625,688395.4375,519598,221867.15625,634065.4375,215717.90625
O94776,3,3,3,1,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,109988.7265625,91620.3515625,197206.859375,837350.0625,151877.53125,418156.5,228057.734375,184247.75,139290.03125,163067.21875,899062.4375,464492.46875,450211.3125,666093,1042927.125,892531.9375,1000468.1875,885585,532219.4375,942998.5
O94782,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,877733.9375,1116896.25,785265.625,968904.6875,676063,878065.25,865485.5625,974590.875,518686.25,637826.5,321739.5625,396651.875,410839.6875,425803.125,764977.9375,725801.1875,372897.375,473550.4375,681240.875,504664.78125
O94804,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1054211.625,1127768.5,865655.25,896048.25,1071667.125,1050635.75,933097.1875,823997.1875,755879.625,943419.75,2010080.875,1892053.25,1684687.5,2058277.375,2134086.5,1962415.375,1839859.25,1740794.75,2065917.25,1483736.375
O94806,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1102382.25,1667466,1260679.75,1346686.875,1405361.625,1513025.25,1396957,1259822.875,1220857.25,1270913.625,793758.5625,885426.9375,846830.6875,834124.9375,1051698.875,842248.1875,771683.9375,863850.0625,907063.8125,656116.6875
O94808,2,2,3,3,2,2,2,3,2,2,3,1,3,3,1,3,3,2,3,3,126779.28125,158215.15625,148180.34375,154244,165329.5,164976.28125,150972.46875,127428.953125,158776.28125,162685.5,72653.109375,207674.1875,86148.8828125,93266.9609375,165250.84375,83410.3671875,88477.84375,114874.359375,88778.7265625,66721.921875
O94811,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,261136.546875,253185.078125,314954.46875,297479.59375,267837.46875,323031.09375,249539.6875,253434,263241.4375,277822.25,583051.4375,569430.1875,494625.8125,585602.9375,614254.25,590963.6875,558143.75,501458.875,550768.4375,502287.46875
O94813,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,173556.8125,148254.671875,144345.09375,139180.578125,153807.171875,170376.21875,152933.109375,155059.125,115356.890625,131100.765625,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
O94819,3,3,2,3,4,3,4,4,3,3,3,3,2,4,4,3,3,2,4,4,85692.0859375,115920.8984375,137315.75,100296.4140625,102446.1953125,105374.0234375,101892.703125,84090.1328125,71677.640625,90262.015625,125216.5703125,129711.8046875,136551.375,120686.9375,117920.1875,115737.28125,110365.3203125,128346.828125,125307.8828125,82356.4921875
O94822,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,Filtered,1,1,Filtered,1,1,Filtered,9791.513671875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,61292.52734375,68839.25,Filtered,56738.6171875,55111.00390625,Filtered,49957.28125,51942.66796875
O94826,6,5,6,5,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,4003279.75,4046416.5,4521263.5,7429652.5,5829216.5,5571375.5,4761023.5,4705513,3759205.75,4400560,3219868.5,2106269.75,1731425.375,2223605.75,2888373.75,3418410,3040208.25,3332541.25,1967120.125,2510693.25
O94827,1,1,1,Filtered,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,117801.625,149949.53125,135994.390625,Filtered,117400.2734375,140382.328125,137906.84375,153792.6875,95768.9375,148848.046875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
O94842,2,1,2,1,1,1,2,2,1,2,3,Filtered,2,3,2,1,1,2,1,1,311645.0625,144200.25,185171.96875,303217.25,287788.40625,352431.6875,138807.765625,254181.90625,202590.265625,174043.25,156972.71875,Filtered,255424.0625,411360.71875,268221.84375,176361.03125,101704.546875,194895.828125,143078.203125,160236.8125
O94851,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,3,3,1,3,2,65219.015625,145942.1875,63251.875,88140.1875,93030.859375,50544.76953125,99789.6796875,67223.3046875,42466.6640625,22129.2421875,475680.0625,55337.734375,34289.4609375,350781.125,278762.59375,251338.03125,213388,428872.28125,262794.625,37377.65625
O94854,4,4,4,4,3,4,4,4,2,4,3,2,2,2,2,4,3,3,3,3,193592.171875,191478.46875,237055.34375,226218.78125,178027.671875,263258.03125,178331.125,234643.21875,169783.796875,251832,194077.53125,261836.15625,297950.5,269184.59375,318647.40625,308413.1875,231961.078125,345440.28125,179677.546875,247309.046875
O94864,5,4,4,3,2,4,4,5,3,4,2,4,3,3,5,2,2,4,4,4,1178301.625,555808.0625,1177752.5,1723985.125,374502.75,1372880.25,481015.84375,1266349.625,809157.0625,678727.5,626703.1875,469002.3125,662088.375,297744.4375,641314.125,686334,991387.375,817512.4375,457850.625,311575.75
O94868,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,2,2,2,2,2,2,2,2,2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,186927.90625,173768.125,141095.65625,158657.453125,199874.96875,178016.65625,165788.78125,148593.203125,131725.53125,139029.53125
O94874,2,3,3,2,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,1218483.375,782667.3125,927997,1229857.875,2136595.25,1003530.1875,900679.5,1198528.125,521561.65625,1563481.75,1067285.625,1089861.5,488638.4375,1099650,618404.625,1128122.625,1165947,1108711.25,1316950.25,1094395.25
O94875,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,232104.125,278965.5625,319020.65625,282230.125,231074.640625,219011.421875,289473.5,277340.4375,188322.09375,298127.1875,239631.140625,219584.828125,184471.84375,221855.375,246190.5625,240540.390625,108063.125,212108.296875,244330.046875,199588.796875
O94876,3,3,3,3,2,3,4,3,2,2,3,3,3,4,3,3,3,4,3,3,1762377.125,1914074.5,1551909.625,1815764.5,3116471.75,1903820.625,1343936.75,1526648.875,1132090.625,1434931.5,1593565.125,1545563.625,1473542,1174597.625,1575046.125,1557940.25,1426282.125,1104596.75,1404779.25,1240869.625
O94880,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,170882,67968.390625,49284.15625,125389.65625,62177.94140625,64779.59765625,63774.5078125,91210.546875,76907.921875,54948.015625,200218.171875,170690.96875,146907.609375,196003.765625,185148.578125,179225.125,150502.6875,150131,161298.671875,142255.46875
O94885,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,113157.640625,149667.984375,173401.703125,125005.7734375,188979.3125,129185.796875,112889.3359375,110078.375,99265.6640625,114818.03125,97410.40625,564385.1875,82493.1328125,87395.3125,92286.109375,93763.21875,567721.1875,89467.6171875,92332.515625,594676.8125
O94887,Filtered,Filtered,Filtered,Filtered,Filtered,2,Filtered,1,Filtered,1,Filtered,Filtered,1,1,Filtered,1,2,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,57869.2421875,Filtered,20355.44140625,Filtered,80458.9296875,Filtered,Filtered,95152.234375,130377.53125,Filtered,127338.0546875,105254.6875,107151.5078125,125721.0859375,103966.4296875
O94888,3,2,2,1,2,1,2,1,1,Filtered,1,2,3,3,1,3,1,2,2,3,74311.7890625,64601.96484375,79491.5,124947.90625,97243.1796875,4103.2822265625,7736.7275390625,4251.611328125,5280.384765625,Filtered,2721.10034179688,12209.0888671875,43966.765625,48641.89453125,167931.390625,46509.26171875,4497.21240234375,10680.232421875,12829.3515625,45217.73046875
O94901,4,3,5,3,3,4,3,3,3,4,4,4,5,4,4,4,4,5,5,5,45218.76171875,40220.4296875,53128.85546875,228956.921875,44182.18359375,49850.78515625,38410.99609375,29404.3671875,57346.76953125,37871.89453125,322085.3125,635786.9375,347428.59375,390836.84375,318813.46875,521265.46875,558997.125,248206.234375,344981.59375,312299.53125
O94905,Filtered,1,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,63684.1484375,Filtered,Filtered,Filtered,Filtered,13168.5048828125,11110.3369140625,55899.41015625,14528.982421875,4728.2255859375,Filtered,12625.33203125,3020.72314453125,Filtered,Filtered,Filtered,Filtered,Filtered,11494.154296875
O94906,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,4,89402.0859375,148955.03125,153930.140625,193505.1875,129991.15625,152362.203125,137395.453125,122868.5546875,122729.171875,122976.875,95937.7890625,139247.046875,127592.1875,125128.0625,137952.578125,134013.953125,84071.53125,112976.6015625,120502.328125,72506.8828125
O94910,1,1,1,Filtered,1,1,1,1,1,1,Filtered,Filtered,1,1,Filtered,1,1,1,1,Filtered,82205.78125,201367.390625,117603.7578125,Filtered,102754.1875,91660.3515625,129224.3671875,72830.046875,43734.9921875,142875.140625,Filtered,Filtered,16976.7578125,31079.6328125,Filtered,23083.197265625,29951.724609375,22361.537109375,31358.689453125,Filtered
O94913,5,4,4,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,873196.25,1141698.5,1020998,881205.125,919980.4375,1165742.75,770867.625,1051140.75,822640.6875,1078495.375,1336964.75,1280937.375,950539.8125,1357005.875,1369463.75,1278304.375,1152976.125,1073404.875,1263127.125,1060418.5
O94915,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,511435.78125,735220.625,598513.3125,609111.75,733890.6875,671665.5,587313.0625,527593.8125,465962.375,538697,1041405.5625,1192151.625,1171502.375,1218750.625,1208353.125,1179608.25,1105079.25,1050015.5,1230676.5,984270.25
O94916,3,3,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,3,325155.28125,220627.59375,223822.984375,200256.046875,196564.640625,164628.4375,202693.28125,204762.359375,275153.1875,298575.3125,420696.4375,389066.0625,366179.5625,400536.71875,674393.375,436504.375,347856.78125,678670.5625,504421.1875,485105.9375
O94919,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1995783.625,2241150.5,2307429,2223080.75,2879453.25,2232589.75,2284034.75,1828750,1609512.75,1840927.375,1417351.375,1587890.75,1471632.75,1511796,1528635.25,1320850,1266274.5,1316964.375,1518370,1451452.5
O94921,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,650189.6875,948433.875,771980.5625,812747.875,677442.25,758916.4375,727888.5625,662275.75,680542.625,709385.1875,804771.125,850019.5,790700.3125,745011.3125,846028.75,849692,803327.4375,817667.375,820090.4375,689508.125
O94925,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,1086860.875,1452098.25,1797342.875,811651.375,1915411,2012582.375,1830047.625,1586654.25,877869.5,1545821.125,793347.625,982893.0625,684714.9375,950295.5625,2954972.25,3156287.75,1171893.75,960557,925215.8125,885054.0625
O94929,2,2,2,1,2,2,1,1,2,2,1,Filtered,2,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,146568.21875,154930.53125,143326.484375,294719.625,177180.265625,162213.78125,243185.390625,208991.09375,105039.171875,136888.0625,27873.05078125,Filtered,90933.40625,31869.56640625,30953.00390625,Filtered,Filtered,Filtered,Filtered,Filtered
O94952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,73754.4375,99026.9765625,153993.90625,130146.265625,83786.109375,134465.578125,139534.34375,92423.78125,93464.140625,112530.28125,202050.328125,188650.6875,142455.234375,164348.703125,210271.4375,247881.546875,244081.46875,318077.5625,191590.34375,315284.96875
O94964,2,3,2,3,2,2,1,3,2,2,4,4,4,4,4,4,3,4,4,4,426677.90625,481467.1875,422215,363735.9375,546616.4375,570600.3125,716418.0625,341040.25,360290.78125,417832.1875,440699.0625,550090.625,347260.78125,521913.25,405435.96875,337437.375,320346.46875,311933.8125,489332.25,364669.53125
O94966,2,3,3,1,2,3,3,2,2,3,4,3,3,3,3,3,3,4,3,3,452691.8125,297625.53125,373975.8125,482741.9375,471809.3125,1486873.375,357520.875,541265.3125,311327,1424813.75,741031.5625,1078324.5,613843.5,753196.8125,660942.9375,655514.875,563588.625,873769,1315595.875,645240
O94967,2,1,2,2,2,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,108324.7734375,233755.078125,86815.453125,87133.9765625,108064.7265625,35329.80859375,29616.849609375,29618.701171875,24720.15234375,32089.93359375,131233.25,147833.6875,116708.640625,178213.203125,41594.63671875,124097.328125,109748.2578125,44515.703125,144865.34375,113350.546875
O94972,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,122701.2265625,179557.09375,127022.2421875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,32454.240234375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
O94979,7,6,5,6,6,6,6,5,5,6,6,5,5,6,5,7,6,5,5,5,2181959.5,4200818,4208492,4812397,4175461,4722989,3875152,4735351,3715944,3728684.5,2936402,3724566,2700577.25,3209470,3860206.25,2905192.25,2959673.75,3303167.75,3179624.75,2548944
O94986,4,2,3,3,3,4,4,4,2,4,3,3,3,3,3,1,3,4,4,2,208768.484375,312456.375,254194.796875,343072.21875,288569.65625,375235.09375,339959.65625,341811.25,433374,355203.28125,509588.4375,402234.9375,349599,519932.0625,392514.5625,354579.59375,204748.8125,427536.875,248742.9375,498389.4375
O94992,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,278121.65625,488136.84375,398122.46875,212982.953125,471818.4375,459665.625,272085.90625,254765.53125,669078.6875,313544.9375,250578.65625,264174.40625,201368.375,253238.265625,223688.0625,201517.703125,207200.84375,258094.390625,274271.5625,225128.671875
O95067,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,361901.625,396212.625,382640.9375,158497.25,209091.03125,332194.9375,185248.125,292954.4375,139522.5625,250357.65625,1063058,1019389,934141.6875,1284452.75,1089329,880056.125,823023.625,931803.875,1049659.375,877013.4375
O95071,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,962990.5625,885631.875,837722.25,977370.1875,1386155.625,1015324.875,844833.375,925311.875,756102.9375,937901.3125,712591.5625,819517.3125,734721.9375,866679.3125,921272.875,850463.0625,829030.75,894861.8125,946063.0625,700814.625
O95081,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,286613.03125,250511.21875,226822.578125,244437.84375,274214.53125,235728.53125,246305.359375,229073.4375,253497.203125,220484.171875
O95104,5,3,3,4,4,3,3,3,4,4,5,4,5,4,3,3,4,4,5,3,1964590,1511952.125,1804920.125,975598,1556484.625,1953558.625,1995875,1687721.25,970956.8125,2106833.25,1391572.125,1459129.75,1625003.75,835488.8125,1053243.875,1349652.5,1333205.25,1321429,1238349.25,1415826
O95125,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,1,Filtered,1,Filtered,1,1,1,1,1,2,1,1,1,75320.515625,Filtered,47333.69140625,Filtered,Filtered,Filtered,Filtered,41269.55078125,Filtered,46675.4921875,Filtered,66249.03125,70022.421875,82845.4375,82866.96875,71542.4140625,40724.59765625,54479.18359375,74868.640625,56937.70703125
O95140,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,88585.328125,70951.4765625,61217.55859375,87205.734375,85161.8046875,84348.3828125,79624.4375,80765.3203125,62243.328125,76341.6875
O95149,2,2,2,2,2,2,1,2,1,1,3,3,3,4,3,3,4,4,3,3,42765.92578125,32970.8828125,68230.734375,35636.92578125,34711.9296875,70963.8828125,47179.16796875,39967.2734375,44498.24609375,50572.66796875,264672.6875,246810.703125,212777.203125,174352.078125,371909.875,329020.9375,175613.40625,320695.9375,135246.328125,261463.796875
O95155,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,767518.8125,1565024.75,1316576,939319.375,1565184,1246084.375,1215369.75,1084972.5,859423.125,1147760.25,1087599.875,1136707,685358.125,1243727.25,862428.9375,813643.5625,1053544.25,856801.75,1205150.75,677050.375
O95159,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,2,2,2,2,2,2,2,2,2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,92631.546875,60597.9375,40936.7734375,75883.6171875,95451.3671875,92279.1171875,78021.84375,75954.34375,48169.66796875,64936.0859375
O95163,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,544815.0625,754019.75,646300.6875,528760.75,878164.9375,798738.75,823095.25,725130.25,477354.96875,646030.5625,504561.71875,635182.875,444132.6875,509269.03125,493722.40625,524733.125,622965.5,496078.5625,568321,489810.8125
O95167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110565.359375,106060.0390625,154604.96875,53023.515625,149570.703125,145049.9375,121221.6328125,108120.84375,66752.5234375,114416.4921875,50873.6875,50112.03515625,61462.4140625,54238.078125,69936.1328125,81842.59375,92332.7734375,94585.125,52944.8984375,86788.703125
O95171,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142938.34375,170453.328125,135082.046875,138841.015625,153830.109375,157455.59375,138969.796875,131694.421875,108892.625,139652.78125,104709.8984375,108734.3984375,97077.90625,106706.8359375,114183.859375,110149.8515625,97356.875,103507.25,111496.78125,101620.8359375
O95196,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,1,1,1,Filtered,1,1,Filtered,Filtered,45384.43359375,57235.59375,40646.12109375,56060.1328125,59098.5,48273.87109375,35835.6484375,39547.32421875,44822.5,43548.6875,Filtered,Filtered,38296.8828125,51788.45703125,13527.7109375,Filtered,28920.72265625,67648.6171875,Filtered,Filtered
O95197,2,2,2,1,2,2,2,2,2,2,1,2,3,3,Filtered,2,3,2,1,2,91179.5546875,68580,79131.359375,57334.71484375,97553.171875,78711.3203125,102651.046875,106392.484375,173906.671875,67216.7578125,31504.28515625,69916.53125,134871.046875,157356.65625,Filtered,213391.53125,142765.109375,167144.921875,8986.875,69247.4453125
O95202,1,2,3,3,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,3,148326.109375,108687.296875,118748.75,88172.4296875,123253.2265625,79558.1953125,80219.9765625,103510.03125,85351.03125,79876.546875,52989.48828125,52505.02734375,126808.09375,65774.953125,88775.8671875,94985.0703125,92848.984375,119600.234375,65788.2890625,55267.8125
O95208,1,1,Filtered,1,1,Filtered,Filtered,2,2,1,2,1,1,Filtered,1,1,2,Filtered,Filtered,Filtered,550525.9375,513645.625,Filtered,453301.625,610575.8125,Filtered,Filtered,267601.6875,215861.96875,432484.03125,230983.59375,420990.75,355979.1875,Filtered,391839.46875,353648.90625,234799.296875,Filtered,Filtered,Filtered
O95210,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,137750.78125,127406.515625,Filtered,176242.78125,Filtered,Filtered,Filtered,Filtered,Filtered
O95218,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,6791009,6636495,7101504.5,8794961,6392689.5,7284528,4293881.5,5238741,4808316.5,5655374.5,3723843.25,5190427.5,4348752.5,3866333.75,6162417,4302259.5,3508436,3719422.25,3797069.5,4022038.75
O95219,Filtered,1,Filtered,Filtered,Filtered,1,1,1,Filtered,Filtered,2,2,2,2,2,2,2,3,2,2,Filtered,39514.28125,Filtered,Filtered,Filtered,35467.87890625,43792.79296875,35129.11328125,Filtered,Filtered,667359.625,576709.25,542545.6875,592230.5,683998.75,578201.875,546219.6875,506705.5625,566270.875,449684.875
